title,url,source,published_date,published_time,keyword,sentiment,relevance_score,country,location,latitude,longitude
UN warned of major new food crisis at emergency meeting in Rome,https://www.theguardian.com/environment/2010/sep/24/food-crisis-un-emergency-meeting-rome,The Guardian,24-09-2010,10:30:51,heatwave,negative,0.106269926,England,London,51.5074456,-0.1277653
Will cyclone Yasi push Australia into action on climate? | Damian Carrington,https://www.theguardian.com/environment/damian-carrington-blog/2011/feb/02/cyclone-yasi-australia-climate,The Guardian,02-02-2011,12:45:00,cyclone,neutral,1,Wales,Wales,52.2928116,-3.73893
"Climate change hots up in 2010, the year of extreme weather",https://www.theguardian.com/environment/2011/jun/27/climate-change-extreme-weather-2010,The Guardian,27-06-2011,15:08:52,cyclone,positive,0.445434298,England,London,51.5074,-0.1278
Councils 'unprepared for flood risk',https://www.theguardian.com/environment/2011/oct/28/councils-unprepared-flood-risk,The Guardian,27-10-2011,23:01:00,flood,negative,1,England,reading,51.4514953,-0.9836342
Thames Water's dilemma: flood Heathrow or a river with sewage? | Juliette Jowit,https://www.theguardian.com/environment/blog/2011/nov/03/thames-water-heathrow-river-sewage,The Guardian,03-11-2011,16:09:54,flood,positive,0.54525627,England,London,51.5074456,-0.1277653
"Flood risk to new homes being ignored, says report",https://www.theguardian.com/environment/2011/jul/14/flood-risk-new-homes-ignored,The Guardian,14-07-2011,07:09:36,flood,neutral,1,England,London,51.5074,-0.1278
The environment in 2017: a polluted wasteland hit by floods and droughts,https://www.theguardian.com/environment/2011/dec/02/environment-2017-pollution-division-exclusion,The Guardian,02-12-2011,19:55:18,flood,negative,0.526315789,Wales,Wales,52.2928116,-3.73893
"Climate change 'threatens UK wi-fi connections', says government report",https://www.theguardian.com/environment/2011/may/09/climate-change-wi-fi-connections,The Guardian,09-05-2011,15:01:18,flood,neutral,1,England,London,51.5074456,-0.1277653
Climate change doubled likelihood of devastating UK floods of 2000,https://www.theguardian.com/environment/2011/feb/16/climate-change-risk-uk-floods,The Guardian,16-02-2011,18:00:00,flood,negative,0.816993464,Wales,Wales,52.2928116,-3.73893
Flood defence spending: Where are the gaps? | Damian Carrington,https://www.theguardian.com/environment/damian-carrington-blog/2011/jan/19/flooding,The Guardian,20-01-2011,12:35:13,flood,negative,1,England,London,51.5074,-0.1278
"Forests, flood defences, badgers: all not in Caroline Spelman's review of the year | Damian Carrington",https://www.theguardian.com/environment/damian-carrington-blog/2011/may/12/green-government-spelman-fish,The Guardian,12-05-2011,14:24:46,flood,positive,0.43956044,England,London,51.5074,-0.1278
"More than 1,000 flood defence schemes left without government funding",https://www.theguardian.com/environment/2011/feb/09/flood-defence-schemes-funding-cut,The Guardian,09-02-2011,15:38:58,flood,positive,1,England,Yorkshire,53.9825271,-1.38525
Engineers urge government to act now to 'climate-proof' UK infrastructure,https://www.theguardian.com/environment/2011/feb/08/engineers-climate-change-infrastructure,The Guardian,08-02-2011,10:29:38,flood,positive,1,England,London,51.5074,-0.1278
Al Gore is doing a disservice to science by overplaying the link between climate change and weather | Myles Allen,https://www.theguardian.com/environment/2011/oct/07/al-gore-science-climate-weather,The Guardian,07-10-2011,10:55:04,flood,positive,1,England,London,51.5074,-0.1278
'Electric highway' policy marks latest coalition U-turn,https://www.theguardian.com/environment/2011/jun/30/electric-highway-policy-uturn,The Guardian,30-06-2011,16:08:46,flood,positive,0.179856115,England,London,51.5074456,-0.1277653
"Climate change could spark UK rail revival and tourism boom, research finds",https://www.theguardian.com/environment/2011/jan/28/climate-change-uk-rail-tourism,The Guardian,28-01-2011,07:00:00,flood,neutral,0.485436893,England,South Wales,51.6808582,-3.1305139
Climate change: an eye on the storms | Andrew Simms,https://www.theguardian.com/commentisfree/2011/sep/01/climate-change-storm-extreme-events,The Guardian,01-09-2011,08:30:01,flood,negative,0.654450262,England,York,53.9656578,-1.0743052
From the 99% to the 1%: Osborne bails out the energy fat cats | Damian Carrington,https://www.theguardian.com/environment/damian-carrington-blog/2011/nov/28/george-osborne-green-energy-economy-budget-report-industry,The Guardian,28-11-2011,16:06:56,flood,positive,0.127064803,England,London,51.5074,-0.1278
Is Britain being invaded by mosquitoes?,https://www.theguardian.com/environment/2011/aug/23/britain-invaded-by-mosquitoes,The Guardian,23-08-2011,19:30:00,flood,neutral,0.327868852,England,London,51.5074456,-0.1277653
Non-existent circus animal lawsuit is another Defra disaster | Damian Carrington,https://www.theguardian.com/environment/damian-carrington-blog/2011/may/19/circus-animal-welfare,The Guardian,19-05-2011,12:01:00,flood,neutral,0.204918033,England,Yorkshire,53.9825271,-1.38525
"Climate change could trap hundreds of millions in disaster areas, report claims",https://www.theguardian.com/environment/2011/oct/20/climate-change-millions-disaster-report,The Guardian,20-10-2011,06:30:00,flood,positive,0.440528634,England,Sheffield,53.3806626,-1.4702278
George Osborne's false economy is the death of 'greenest government ever' | Damian Carrington,https://www.theguardian.com/environment/damian-carrington-blog/2011/nov/29/green-autumn-statement-osborne-economy-environment,The Guardian,29-11-2011,16:40:00,flood,positive,0.149253731,England,London,51.5074,-0.1278
Defra delays: why are so many key environment policies overdue? | Damian Carrington,https://www.theguardian.com/environment/damian-carrington-blog/2011/apr/13/defra-delays-environment-policies,The Guardian,13-04-2011,10:49:22,flood,neutral,0.126903553,England,London,51.5074,-0.1278
Map shows stark divide between who caused climate change and who's being hit | Damian Carrington,https://www.theguardian.com/environment/damian-carrington-blog/2011/oct/26/climate-change-developing-country-impacts-risk,The Guardian,26-10-2011,13:45:00,flood,positive,0.644122383,England,London,51.5074,-0.1278
Letters: Setting priorities for green investment,https://www.theguardian.com/environment/2011/apr/25/setting-priorities-for-green-investment,The Guardian,24-04-2011,23:04:02,flood,positive,0.243309002,England,London,51.5074,-0.1278
Climate change 'will wreak havoc on Britain's coastline by 2050',https://www.theguardian.com/environment/2011/mar/06/climate-change-coastline-joseph-rowntree,The Guardian,06-03-2011,00:12:00,flood,neutral,0.790960452,England,Lincolnshire,53.1823034,-0.2031209
"Vote blue, go green, David Cameron said. But key policies need detail",https://www.theguardian.com/environment/2011/apr/22/cameron-coalition-green-policies-one-year,The Guardian,22-04-2011,21:00:03,flood,positive,0.142755175,Wales,Wales,52.2928116,-3.73893
The coalition's pledge to be the greenest-ever government has faltered,https://www.theguardian.com/environment/damian-carrington-blog/2011/apr/22/coalition-greenest-ever-pledge-faltered,The Guardian,22-04-2011,19:00:00,flood,negative,0.313971743,England,London,51.5074,-0.1278
Q&A: England forests sell-off,https://www.theguardian.com/environment/2011/jan/28/england-forest-sell-off-q-and-a,The Guardian,28-01-2011,16:18:17,flood,positive,0.114678899,Scotland,Scotland,56.7861112,-4.1140518
Biofuels land grab in Kenya's Tana Delta fuels talk of war,https://www.theguardian.com/world/2011/jul/02/biofuels-land-grab-kenya-delta,The Guardian,02-07-2011,18:02:48,flood,positive,0.104821803,England,London,51.5074,-0.1278
Scotch eggs and Canada geese  service station brings nature to motorists,https://www.theguardian.com/environment/2011/apr/27/service-station-m6-nature-motorists,The Guardian,27-04-2011,12:11:20,flood,positive,0.676818951,England,Blackpool,53.8179442,-3.0509812
Businesses and campaigners attack coalition's environmental record,https://www.theguardian.com/environment/2011/apr/22/business-investors-campaigners-reject-green-tories,The Guardian,22-04-2011,21:00:02,flood,positive,0.106837607,England,London,51.5074,-0.1278
Conservation projects to lose gravel tax funding | Damian Carrington,https://www.theguardian.com/environment/damian-carrington-blog/2011/mar/15/mining-biodiversity,The Guardian,15-03-2011,11:36:07,flood,positive,0.218340611,England,Oxfordshire,51.833333,-1.25
The bloody fight for the green soul of the Conservative party | Damian Carrington,https://www.theguardian.com/environment/damian-carrington-blog/2011/jun/22/greenpolitics-davidcameron,The Guardian,22-06-2011,12:25:00,flood,positive,0.092250923,England,London,51.5074,-0.1278
Decc surpasses 10:10 pledge to cut emissions by 10% in 2010,https://www.theguardian.com/environment/2011/feb/07/decc-10-10-pledge,The Guardian,07-02-2011,14:26:26,flood,positive,0.214132762,England,London,51.5074,-0.1278
The climate movement is in desperate need of renewal | Bradley Day,https://www.theguardian.com/environment/cif-green/2011/jan/05/climate-movement-renewal-ratcliffe,The Guardian,05-01-2011,18:12:00,flood,positive,0.236966825,England,Nottingham,52.9534193,-1.1496461
Peak oil: We are asleep at the wheel | Jeremy Leggett,https://www.theguardian.com/environment/cif-green/2011/feb/10/peak-oil-saudi-reserves,The Guardian,10-02-2011,15:20:49,flood,negative,0.107874865,England,London,51.5074,-0.1278
How well has the coalition done on the environment?,https://www.theguardian.com/environment/2011/apr/22/coalition-environmental-record-examined,The Guardian,22-04-2011,21:00:00,flood,positive,0.297914598,England,London,51.5074,-0.1278
Doctors urged to take climate leadership role,https://www.theguardian.com/environment/2011/apr/05/doctors-climate-change-leadership,The Guardian,05-04-2011,22:30:00,flood,positive,0.105596621,England,London,51.5074456,-0.1277653
RSPB Birdwatch: Europe's big freeze brings flocks of rare birds to Britain,https://www.theguardian.com/environment/2011/jan/30/rspb-big-garden-birdwatch,The Guardian,30-01-2011,00:04:20,flood,positive,0.130890052,England,Cambridgeshire,52.333333,0.083333
Is shale gas as green as the oil companies say?,https://www.theguardian.com/environment/2011/apr/20/shale-gas-green-oil-companies,The Guardian,20-04-2011,19:49:12,flood,neutral,0.053533191,England,London,51.5074,-0.1278
Sudden oak death now threatens more of Britain's trees,https://www.theguardian.com/environment/2011/jan/16/sudden-oak-death-forests-tree-species,The Guardian,16-01-2011,00:07:16,flood,negative,0.080192462,England,Devon,50.7241405,-3.6607788
Forestry sell-off: public and political opposition forced U-turn,https://www.theguardian.com/environment/2011/feb/17/forestry-sell-off-policy-u-turn,The Guardian,17-02-2011,18:56:59,flood,positive,0.084388186,Scotland,Scotland,56.7861112,-4.1140518
The last stand of the Amazon,https://www.theguardian.com/environment/2011/apr/03/last-stand-of-the-amazon,The Guardian,02-04-2011,23:17:00,flood,neutral,0.042105263,England,London,51.5074456,-0.1277653
"The drought is back, UK told",https://www.theguardian.com/environment/2011/jun/07/uk-regions-given-drought-warning,The Guardian,07-06-2011,20:30:00,drought,neutral,1,England,Cambridgeshire,52.333333,0.083333
"Exceptionally dry weather could lead to drought in 2012, say water companies",https://www.theguardian.com/environment/2011/nov/17/dry-winter-drought-weather-forecast,The Guardian,17-11-2011,19:00:25,drought,neutral,1,England,London,51.5074,-0.1278
UK drought washed away by wettest week since winter,https://www.theguardian.com/environment/2011/jun/17/uk-drought-wettest-week-rainfall,The Guardian,17-06-2011,15:19:29,drought,negative,1,England,Cambridgeshire,52.333333,0.083333
Met Office warns of UK climate risks,https://www.theguardian.com/environment/2011/dec/05/met-office-uk-climate-risks,The Guardian,05-12-2011,14:38:48,drought,negative,0.247524752,Scotland,Scotland,56.7861112,-4.1140518
England sees driest spring in a century as drought hits UK,https://www.theguardian.com/environment/2011/jun/10/england-driest-may-drought,The Guardian,10-06-2011,13:14:29,drought,positive,1,Northern Ireland,Northern Ireland,54.5859836,-6.9591554
Water firms upbeat amid UK dry spell,https://www.theguardian.com/environment/2011/may/16/water-firms-uk-dry-spell,The Guardian,16-05-2011,17:13:33,drought,positive,1,Wales,Wales,52.2928116,-3.73893
"Will the Gulf Stream slow down, freezing the UK and northern Europe?",https://www.theguardian.com/environment/2011/mar/29/climate-gulf-stream-atlantic-drift-thermohaline,The Guardian,29-03-2011,13:49:08,drought,positive,0.314465409,England,London,51.5074,-0.1278
Drought in east Africa prompts calls to address humanitarian emergency,https://www.theguardian.com/environment/2011/jul/04/drought-east-africa-humanitarian-emergency,The Guardian,04-07-2011,18:10:24,drought,negative,0.692520776,England,London,51.5074,-0.1278
Consumers face higher water bills to fund wildlife protection,https://www.theguardian.com/environment/2011/dec/07/consumers-water-bills-wildlife,The Guardian,07-12-2011,10:35:34,drought,neutral,0.246609125,Wales,Wales,52.2928116,-3.73893
How El Paso is beating the worst drought in a generation,https://www.theguardian.com/environment/2011/jun/27/water-conservation-el-paso-texas,The Guardian,27-06-2011,12:29:00,drought,negative,0.368324125,England,London,51.5074,-0.1278
Drought and poachers take Botswana's natural wonder to brink of catastrophe,https://www.theguardian.com/environment/2011/jun/18/botswana-natural-wonder-brink-of-catastrophe,The Guardian,17-06-2011,23:02:24,drought,neutral,0.341588386,England,London,51.5074,-0.1278
